Title;Year;Classification;Duration;Genre;Directors;Writers;Cast;TechCrew
Obtuso;2007;N/C;4m 51s;['Animação'];['David Doutel', 'Vasco Sá', 'André English'];[];[];{'Animação': [['Vasco Sá', 'Vasco Sá', 'David Doutel']], 'Animação 3D': [['André English']], 'Desenho de Som': [['João Cordeiro', 'João Cordeiro']], 'Fotografia': [['David Doutel', 'Vasco Sá']], 'Montagem': [['David Doutel']], 'Música': [['João Cordeiro']], 'Produção': [['Universidade Católica do Porto']], 'Produtor': [['André English', 'Vasco Sá', 'David Doutel']]}
Agouro;2018;N/C;15m 15s;['Animação'];['David Doutel', 'Vasco Sá'];['David Doutel', 'Vasco Sá', 'Pedro Bastos'];[];{'1º Assistente de Realização': [['Zéro de Conduite Productions']], 'Animação': [['Boris Brenot', 'Miguel Lima', 'Remi Juillet']], 'Cenários': [['Vasco Sá']], 'Montagem': [['David Doutel', 'Vasco Sá']], 'Montagem de Som': [['Pedro Marinho']], 'Música': [['David Doutel']], 'Pintura': [['Diana Peixoto', 'Alexandra Ramires (Xá)', 'Laura Gonçalves']], 'Produção': [['Zéro de Conduite Productions', 'Bando à Parte']], 'Produtor': [['Fabienne Giezendanner', 'Barbara Vougnon', 'Rodrigo Areias']]}
Grbavica;2018;N/C;19m 30s;['Drama'];['Manel Raga Raga'];['Manel Raga Raga'];[];{'Apoio Financeiro': [['ICA - Instituto do Cinema e do Audiovisual']], 'Canções por': [['Luigi Nono']], 'Diálogos': [['Manel Raga Raga']], 'Direcção Musical': [['Mario Venzago']], 'Fotografia': [['André Gil Mata']], 'Guião': [['Manel Raga Raga']], 'Montagem': [['Tomás Baltazar']], 'Música': [['Luigi Nono']], 'Produção': [['La Foradada', 'C.R.I.M.']], 'Produtor': [['Joana Ferreira']]}
Carga;2018;;113m 31s;['Drama'];['Bruno Gascon'];['Bruno Gascon'];['Ana Cristina Oliveira', 'Dmitry Bogomolov', 'Duarte Grilo', 'Michalina Olszanska', 'Miguel Borges', 'Rita Blanco', 'Sara Sampaio', 'Vítor Norte'];{'Apoio Financeiro': [['ICA - Instituto do Cinema e do Audiovisual']], 'Direcção de Fotografia': [['JP Caldeano']], 'Figurinos': [['Mia Lourenço']], 'Montagem': [['Maria Gonzalez']], 'Música': [['Filipe Goulart', 'Matt Cohen', 'Nick Chuba', 'Milton Nuñez Moura', 'Thibaut Vuillermet']], 'Produção': [['Caracol Protagonista']], 'Produtor': [['Joana Domingues']]}
Ninho;2016;N/C;;['Curta-metragem'];['João P. Nunes'];[];['Adão Castro', 'Carlos Alves', 'César Couto', 'Daniel Fialho', 'Diogo Andrade', 'Diogo Bach', 'Eduardo Frazão', 'Emanuel Arada', 'João Bandeira', 'José Epifânio', 'Leandro Morais', 'Miguel Linares', 'Pedro Caldeira', 'Pedro Cruzeiro', 'Rodrigo Sousa Machado', 'Ruben Dias'];{'1º Assistente de Realização': [['Flávio Ferreira', 'Flávio Ferreira']], 'Anotação': [['Débora Monteiro']], 'Casting': [['Laura Frederico']], 'Chefe de Iluminação': [['Jorge Pereira']], 'Construções': [['Bernardo Oliveira', 'José Epifânio']], 'Direcção de Arte': [['Beatriz Realista']], 'Direcção de Fotografia': [['João Vaz']], 'Efeitos Sonoros': [['Alexandre Vaz']], 'Figurinos': [['Marta Passadeiras']], 'Maquilhagem': [['Rafaela Lobo']], 'Maquinista': [['Pedro Arial']], 'Montagem': [['João P. Nunes']], 'Música': [['João Filipe']], 'Produtor': [['Marcos Badalo', 'Filipa Silvestre']]}
Toén;2018;N/C;;['Curta-metragem'];['Flávio Ferreira'];[];[];{'Autor': [['Luis Pequeno']], 'Supervisão': [['Víctor Erice']]}
Half Love;2018;N/C;;['Curta-metragem'];['Inês Anunciação'];[];[];{}
I'm OK;2018;N/C;;['Curta-metragem'];['Beatriz Santos'];[];[];{}
Incondicional;2018;N/C;;['Curta-metragem', 'Filme de Escola'];['Marisa Esteves'];['Janai Reis'];[];{'Assistente de Realização': [['Carla Loureiro']], 'Fotografia': [['João Santana']], 'Música': [['António Sousa']], 'Produção': [['UBI - Universidade da Beira Interior']], 'Produção Executiva': [['Marisa Esteves']]}
Benjamim;2018;N/C;11m 53s;['Curta-metragem', 'Filme de Escola'];['Ana Margarida Coelho'];['Ana Margarida Coelho'];['Gil Sidaway', 'Isabel Simoes', 'João Silvestre', 'Miguel Baltazar', 'Teresa de Mello Sampayo'];{'Anotação': [['Xinpei Liu']], 'Apoio': [['Câmara Municipal de Proença-a-Nova']], 'Assistente de Câmara': [['Ana Paganini']], 'Assistente de Realização': [['Laurie Barraclough']], 'Desenho de Produção': [['Sergio Goméz Settanni']], 'Direcção de Arte': [['Diogo Henrique Martins']], 'Direcção de Fotografia': [['Chengwang Liu']], 'Montagem': [['Ana Margarida Coelho']], 'Produção': [['University of the Arts']], 'Produtor': [['Sergey Mikhalev']], 'Som': [['Marcelo Tavares']]}
Um Dia Cabouqueiros;2015;N/C;37 min;['Curta-metragem'];['Tomás Baltazar'];[];[];{'Produção': [['Dominó Filmes', 'Ukbar Filmes']], 'Produtor': [['Pandora da Cunha Telles']]}
Sousa Martins;2018;N/C;81m 18s;['Documentário'];['Justine Lemahieu'];['Justine Lemahieu'];['José Nascimento'];{'Apoio Financeiro': [['CNC', 'ICA - Instituto do Cinema e do Audiovisual']], 'Criação Gráfica': [['Maud Tephany', 'Catherine Boutaud']], 'Fotografia': [['João Pedro Plácido']], 'Guião': [['Justine Lemahieu']], 'Montagem': [['Justine Lemahieu']], 'Música': [['Johannes Krieger']], 'Produção': [['Ukbar Filmes', 'Quilombo Films']], 'Produtor': [['Pablo Iraola', 'Pandora da Cunha Telles']], 'Produtor Executivo': [['Rita Gonzalez']], 'Som': [['Olivier Blanc', 'João Gazua', 'Miguel Cabral']]}
O Sapo e a Rapariga;2018;N/C;18 min;['Curta-metragem'];['Inês Oliveira'];[];['Fernanda Fernandes', 'Francisco Nascimento', 'Isabel Ruth', 'Rita Cabaço'];{'Adaptação': [['Inês Oliveira']], 'Fotografia': [['Paulo Menezes']], 'Montagem': [['Rui Mourão']], 'Produção': [['C.R.I.M.']], 'Som': [['Elsa Ferreira', 'António Pedro Figueiredo']]}
Ensaio Sobre a Morte;2018;N/C;5m 43s;['Animação'];['Margarida Madeira'];[];[];{'Apoio Financeiro': [['Cartonagem Trindade', 'ICA - Instituto do Cinema e do Audiovisual']], 'Guião': [['Margarida Madeira', 'Isabel Nery']], 'Montagem': [['Margarida Madeira']], 'Música': [['Sensible Soccers']], 'Produção': [['Pickle Films']], 'Produtor': [['Margarida Madeira']], 'Voz': [['Joana Manuel']]}
Como Fernando Pessoa Salvou Portugal;2018;N/C;28 min;['Curta-metragem'];['Eugène Green'];['Eugène Green'];['Alexandre Pieroni Calado', 'Carloto Cotta', 'Diogo Dória', 'Eugène Green', 'Manuel Mozos', 'Mia Tomé', 'Ricardo Gross'];"{'Apoio Financeiro': [['France 2', 'Tax Shelter', 'CNC - COSIP', 'RTP', 'Procirep e Angoa']], 'Assistente de Realização': [['Bruno Lourenço']], 'Diálogos': [['Eugène Green']], 'Direcção de Fotografia': [[""Raphaaël O'Byrne""]], 'Mistura': [['Stéphane Thiébaut', 'Benoît De Clerck']], 'Montagem': [['Valérie Loiseleux']], 'Montagem de Som': [['Benoît De Clerck', 'Stéphane Thiébaut']], 'Produção': [['O Som e a Fúria', 'Noodles Production', 'Les Films du Fleuve']], 'Produtor': [['Julien Naveau', 'Luc Dardenne', 'Sandro Aguilar', 'Luis Urbano', 'Jean-Pierre Dardenne']], 'Som': [['Henri Maikoff']]}"
Sing The Sand Into Pearls;2014;N/C;14 min;['Curta-metragem'];['Raquel Claudino'];[];['Eileih Muir', 'Emily Thompson-Smith', 'Joana Borges', 'Kimberley Ribeiro', 'Laura Póvoa', 'Marianna Mouaimi', 'Rita Rosa'];{'Colorista': [['Filippo Maria']], 'Coreografia': [['Raquel Claudino']], 'Desenho de Som': [['Hue Jah Fink']], 'Direcção de Arte': [['André Fonseca']], 'Direcção de Fotografia': [['Filippo Maria']], 'Maquilhagem': [['Bárbara Cardoso']], 'Montagem': [['Enrique Escamilla']], 'Música': [['Pop Santeiro']], 'Produtora': [['Joana Raio']]}
Tempestades - Ensaio de um Ensaio;2015;N/C;30 min;['Documentário'];['Uli Decker'];[];['Ana Rosa Mendes', 'Daniel Martinho', 'Giovanni Lourenço', 'Margarida Bento', 'Zia Soares'];{'Câmara': [['Tomás Novais de Castro', 'Uli Decker']], 'Cenografia': [['Bruno Bravo']], 'Montagem': [['Fernando Bento', 'Uli Decker']], 'Produção': [['Ulises Films', 'Griot - Associação Cultural']], 'Som': [['Carlos Neves']]}
Eden;2016;N/C;15 min;['Curta-metragem', 'Drama', 'Filme de Escola'];['Ana Pio'];['Pedro Brum'];['João Couto', 'Laura Frederico', 'Manuel Francisco', 'Miguel Sá Nogueira', 'Rodrigo Quadrado'];{'1º Assistente de Realização': [['Luís Sérgio']], 'Casting': [['Laura Frederico']], 'Direcção de Arte': [['Mariana Simões', 'Margarida Simões']], 'Direcção de Fotografia': [['Miguel Reis']], 'Efeitos Visuais': [['Tiago Carvalho']], 'Iluminação': [['Bruno Rodrigues', 'Fernando Cabral (II)']], 'Montagem': [['Maria Gonzalez']], 'Montagem de Som': [['Filipe Pinheiro']], 'Música': [['Bruno Bizarro']], 'Perchman': [['Rory Rea']], 'Registo de Som': [['Joshua Deji Bamford']], 'Sonoplastia/Mistura': [['Vinícius Braun']]}
De Gente Se Fez História;2017;N/C;18m 49s;['Documentário', 'Curta-metragem', 'Filme de Escola'];['Inês Vila Cova'];['Inês Vila Cova'];[];{'Montagem': [['Inês Vila Cova']], 'Som': [['Hugo Ramos']]}
Mother’s Day;2017;N/C;;['Animação', 'Curta-metragem', 'Filme de Escola'];['Rita Figueira', 'Vânia Oliveira'];['Rita Figueira', 'Vânia Oliveira'];[];{'Banda Sonora': [['António Vieira']], 'Produção': [['ESAP - Escola Superior Artística do Porto']]}
Alcateia;2016;N/C;;['Curta-metragem'];['Ana Luís Quintão'];[];['Mia Tomé', 'Rodrigo Perdigão'];{}
Laura;2017;N/C;10 min;['Curta-metragem'];['Tânia Dinis'];[];['Tânia Dinis'];{'Imagem': [['Tânia Dinis']], 'Pesquisa': [['Tânia Dinis']], 'Produção': [['Jorge Quintela', 'Tânia Dinis']], 'Som': [['Pedro Marinho', 'Rui Lima']], 'Texto': [['Regina Guimarães']]}
Red Queen;2018;N/C;;['Curta-metragem'];['Pedro Martins', 'Adriana Martins da Silva', 'Inês Marques'];['Pedro Martins', 'Adriana Martins da Silva', 'Diana Lima'];['Adriana Moniz', 'Anna Eremin', 'Sandra Marques', 'Sofia Angelo', 'Sónia Gouveia'];{'Direcção de Arte': [['Joana Rocha']], 'Direcção de Fotografia': [['Miguel Robalo']], 'Montagem': [['Nuno Martini', 'Raquel França', 'Adriana Martins da Silva']], 'Música Original': [['Aurélien Martin Vieira Lino']], 'Produção': [['50 Cuts']], 'Produção Executiva': [['Diana Lima']], 'Som': [['Miguel Godinho', 'Leandro Fona']]}
A Língua;2017;M/12;24 min;['Curta-metragem', 'Drama'];['Adriana Martins da Silva'];['Pedro Martins', 'Adriana Martins da Silva'];['Joana Brandão', 'João Lobo', 'Miguel Mota', 'Miguel Rubim', 'Sara Gonçalves'];{'Co-Produtor': [['J. Rocha', 'António Costa Valente']], 'Direcção de Arte': [['Sofia Nunes']], 'Direcção de Fotografia': [['Miguel Robalo']], 'Montagem': [['Raquel França']], 'Música': [['Filipe Raposo']], 'Produção': [['Carla Magro Dias', 'Filmógrafo']], 'Som': [['Álvaro Melo']]}
Noite Gélida em Castelo Branco;2011;N/C;15 min;['Curta-metragem'];['Luís Diogo'];['Luís Diogo'];['João Melo', 'Margarida Carvalho', 'Rui Oliveira'];{'1º Assistente de Realização': [['Álvaro Melo', 'Nuno Esteves']], '2º Assistente de Realização': [['Martine Prazeres']], 'Apoio Financeiro': [['Junta de Freguesia de Castelo Branco', 'Câmara Municipal de Castelo Branco']], 'Assistente': [['Rita Pais', 'Francisco Costa']], 'Captação de Som': [['Álvaro Melo']], 'Catering': [['Martine Prazeres']], 'Colorista': [['Carlos Filipe']], 'Direcção de Fotografia': [['Francisco Vidinha']], 'Guarda-Roupa': [['Martine Prazeres']], 'Iluminação': [['Bruno Maioral']], 'Montagem': [['Luís Diogo', 'Francisco Costa']], 'Música': [['Daniel Malojo']], 'Músicos': [['Daniel Malojo', 'Rui Oliveira']], 'Produção': [['Filmógrafo', 'MagicFlame']], 'Produção Executiva': [['Luís Diogo']], 'Produtor': [['Hugo Diogo', 'Luís Diogo']], 'Sonoplastia': [['Álvaro Melo']]}
3 Mulheres;2018;N/C;650 min;['Drama', 'Telefilme', 'Série'];['Fernando Vendrell'];['Luís Alvarães', 'Fátima Ribeiro'];['Afonso Lagarto', 'Ana Padrão', 'Cucha Carvalheiro', 'Fernando Luís', 'Filipa Areosa', 'Hugo Franco', 'Isac Graça', 'João Grosso', 'João Jesus', 'João Lagarto', 'José Eduardo', 'Maria João Bastos', 'Pedro Lamares', 'Soraia Chaves', 'Vicente Wallenstein', 'Victória Guerra'];{'Caracterização': [['Magali Santana']], 'Decoração': [['Bruno Duarte']], 'Direcção de Produção': [['Teresa Amaral']], 'Direcção Financeira': [['Ana Figueira']], 'Figurinos': [['Patrícia Dória']], 'Imagem': [['José António Loureiro']], 'Mistura': [['Nuno Branco']], 'Montagem': [['Patrícia Balão Dias']], 'Música Original': [['Pedro Marques']], 'Produção': [['David & Golias', 'David & Golias']], 'Som': [['Tiago Raposinho']]}
Linhas de Sangue;2018;N/C;;['Comédia', 'Acção'];['Sérgio Graciano', 'Manuel Pureza'];['Ricardo Oliveira', 'Manuel Pureza'];['Alba Baptista', 'Bruna Quintas', 'Catarina Furtado', 'Dânia Neto', 'David Chan Cordeiro', 'Débora Monteiro', 'Dinarte Branco', 'João Baptista', 'José Fidalgo', 'José Mata', 'José Raposo', 'Kelly Bailey', 'Lourenço Ortigão', 'Marina Mota', 'Paulo Pires', 'Pedro Hossi', 'Ricardo Carriço', 'Rui Melo', 'Soraia Chaves'];{'Anotação': [['Nuno Guilherme Cruz']], 'Chefe de Iluminação': [['Marcio Pratas']], 'Desenho de Som': [['Hugo Leitão']], 'Direcção de Arte': [['Inês Pedro']], 'Direcção de Fotografia': [['William Sossai']], 'Direcção de Produção': [['Andreia Esteves', 'Marisa Tavares']], 'Direcção Musical': [['Fred Ferreira']], 'Efeitos Especiais': [['Luís Guerreiro']], 'Figurinos': [['Mia Lourenço']], 'Maquilhagem': [['Rita de Castro']], 'Montagem': [['António Gonçalves']], 'Perchman': [['Tomé Palmeirim']], 'Produção': [['Caos Calmo Filmes', 'Coyote Vadio']], 'Produtor': [['Manuel Pureza', 'Sérgio Graciano', 'António Gonçalves']], 'Som': [['Miguel Ângelo']]}
O Labirinto da Saudade;2018;M/12;65 min;['Biografia', 'Docuficção'];['Miguel Gonçalves Mendes'];['Miguel Gonçalves Mendes'];['Adriana Calcanhotto', 'Álvaro Siza Vieira', 'Diogo Dória', 'Eduardo Lourenço', 'Gonçalo M. Tavares', 'Gregório Duvivier', 'Pilar del Río', 'Ricardo de Araújo Pereira'];{'Assistente de Realização': [['Victor Rocha']], 'Decoração': [['João Paulo Santos']], 'Direcção de Arte': [['Luís Monteiro']], 'Direcção de Fotografia': [['Leandro Silva']], 'Direcção de Produção': [['Manuela Ribas']], 'Maquilhagem': [['Dulce Filipe']], 'Montagem': [['António Taínha']], 'Música': [['Noiserv']], 'Perchman': [['Andreia Freire']], 'Pesquisa': [['Sabrina D. Marques', 'Diogo S. Figueira']], 'Produção': [['LongShot']], 'Produtor': [['Vasco Sequeira (II)']], 'Registo de Som': [['Ricardo Sequeira']], 'Vestuário': [['Margarida Ruas']]}
Raiva;2018;M/14;85 min;['Drama'];['Sérgio Tréfaut'];[];['Adriano Luz', 'Caio César', 'Catarina Wallenstein', 'Dinis Gomes', 'Diogo Dória', 'Herman José', 'Hugo Bentes', 'Isabel Ruth', 'José Pinto', 'Kaio César', 'Leonor Silveira', 'Lia Gama', 'Luís Miguel Cintra', 'Pedro Gabriel Marques', 'Rita Cabaço', 'Rogério Samora', 'Sergi López'];{'Adaptação': [['Sérgio Tréfaut']], 'Apoio Financeiro': [['Fundo de coprodução Luso-Francês', 'ANCINE', 'CNC', 'RTP', 'IBERMEDIA', 'Direcção Geral de Cultura – Alentejo', 'ICA - Instituto do Cinema e do Audiovisual', 'Fundo Setorial - BRD']], 'Autor da Obra Original': [['Manuel da Fonseca']], 'Direcção de Fotografia': [['Acácio de Almeida']], 'Efeitos Sonoros': [['Gadou Naudin']], 'Efeitos Visuais': [['Irma Lucia']], 'Guarda-Roupa': [['Patrícia Dória']], 'Iluminação': [['Artur Andrade']], 'Montagem de Som': [['Ève Corrêa-Guedes']], 'Perchman': [['João Gazua']], 'Produção': [['Les Films d’Ici', 'Refinaria Filmes', 'Faux']]}
Vigília;2016;N/C;28 min;['Curta-metragem'];['Ana Mariz'];['Ana Mariz'];[];{'Apoio': [['Fundação Calouste Gulbenkian']], 'Assistente de Realização': [['Pedro Rocha']], 'Câmara': [['Ana Mariz']], 'Correção de Cor': [['Rita Lamas']], 'Fotografia': [['Ana Mariz']], 'Montagem': [['Rúben Gonçalves']], 'Pesquisa': [['Rúben Gonçalves']], 'Produtora': [['Ana Mariz']], 'Som': [['Pedro Rocha']]}
Infância, Adolescência, Juventude;2018;N/C;95 min;['Documentário', 'Filme de Escola'];['Rúben Gonçalves'];['Rúben Gonçalves'];['Inês Lourenço', 'Márcio Mota', 'Mariana Vendrell', 'Miguel Pinheiro', 'Teresa Dias'];{'Fotografia': [['Ana Mariz']], 'Montagem': [['Margarida Meneses']], 'Produção': [['EDCN', 'David & Golias']], 'Produtor': [['Rúben Gonçalves']], 'Som': [['Joana Niza Braga']]}
Os Mortos;2018;N/C;28 min;['Curta-metragem'];['Gonçalo Robalo'];['Gonçalo Robalo'];[];{'Produção': [['Errar Filmes']]}
A Verdade Inventada;2008;N/C;15 min;['Curta-metragem', 'Biografia'];['João Viana', 'Iana Viana'];['João Viana', 'Iana Viana'];['Inês Fouto', 'João Bénard da Costa', 'João Mário Grilo', 'Leonor Silveira', 'Manoel de Oliveira', 'Paulo Herbert', 'Pedro Madeira', 'Rita Cruz', 'Teresa Arriaga'];{'Apoio': [['Ministério da Cultura', 'Cinemateca Portuguesa', 'Fundação de Serralves']], 'Produção': [['Papaveronoir']], 'Produtor': [['Paulo Rocha']]}
Os Cantadores de Paris;2017;N/C;80 min;['Documentário'];['Tiago Pereira'];[];[];{'Co-Produção': [['Compagnie des Rèves Lucides']], 'Produção': [['A Música Portuguesa A Gostar Dela Própria']]}
O Homem Pykante - Diálogos Kom Pimenta;2018;N/C;;['Curta-metragem'];['Edgar Pêra', ''];[];['Alberto Pimenta', 'Ana Borralho', 'Maria Emília Castanheira', 'Marina Albuquerque', 'Miguel Borges', 'Olho Gang', 'Rita Só'];{'Apoio': [['RTP']], 'Música': [['Artur Cyaneto']], 'Poemas': [['Alberto Pimenta']], 'Produção': [['Bando à Parte']], 'Produtor': [['Rodrigo Areias']]}
Mães da Guerra;2018;N/C;;['Documentário', 'Reportagem'];['Lucília Monteiro'];[];['Delta Moreira', 'Helena Cardoso', 'Leonor Valente', 'Maria Moreira da Rocha', 'Rosa Jaco', 'Virgínia Martins', 'Virgínia Vitorino'];{'Mistura de Som': [['João Rodrigues']], 'Montagem': [['Joana de Bastos Rodrigues']]}
Herança do Silêncio;2013;N/C;30 min;['Curta-metragem', 'Drama'];['José Meireles'];['José Meireles'];['Guilherme Filipe', 'Joana Ribeiro', 'João Vicente', 'José Boavida', 'José Meireles', 'Marta Melro', 'Paulo B.', 'Rita Martins'];{'Fotografia': [['Pedro Davim']], 'Música': [['Alexander Lau']]}
Hip to da Hop;2018;M/12;108 min;['Documentário'];['António Freitas', 'Fábio Silva'];['António Freitas', 'Fábio Silva'];[];{'Desenho de Som': [['André Almeida']], 'Fotografia': [['António Freitas', 'Fábio Silva']], 'Música': [['Orelha Negra', 'Sensei D', 'André Almeida', 'António Lopes Gonçalves']], 'Produção': [['Follow Creative Studio']]}
Sara F.;2018;N/C;23 min;['Curta-metragem'];['Miguel Fonseca'];['Miguel Fonseca'];['Eva Aguilar', 'Mercês Borges', 'Sandro Aguilar'];{'Fotografia': [['Mário Castanheira']], 'Produção': [['O Som e a Fúria']], 'Produtor': [['Sandro Aguilar', 'Luis Urbano']], 'Som': [['Miguel Cabral']]}
Fados;2007;N/C;85 min;['Documentário', 'Musical'];['Carlos Saura'];['Ivan Dias', 'Carlos Saura'];['Alfredo Marceneiro', 'Amália Rodrigues', 'Caetano Veloso', 'Camané', 'Carlos do Carmo', 'Chico Buarque', 'Lila Downs', 'Mariza', 'Toni Garrido'];{'Direcção de Arte': [['Laura Martínez']], 'Direcção de Fotografia': [['Eduardo Serra', 'José Luis López-Linares']], 'Montagem': [['Julia Juaniz']], 'Montagem Adicional': [['Margarida Leitão']], 'Produção': [['DuVídeo', 'Zebra Producciones', 'Fado Filmes']]}
Quantas Vezes Tem Sonhado Comigo?;2018;N/C;18 min;['Ficção', 'Curta-metragem'];['Júlia Buisel'];['Júlia Buisel'];['Alice Barros Simões', 'Catarina Wallenstein', 'Dinis Gomes', 'Duarte Guerra Buísel'];{'Anotação': [['Catarina Telo']], 'Apoio Financeiro': [['ICA - Instituto do Cinema e do Audiovisual', 'Câmara Municipal de Lisboa']], 'Assistente de Imagem': [['Nuno Marques']], 'Assistente de Produção': [['Marta Melo', 'Carolina Castro Almeida']], 'Assistente de Realização': [['André Torres']], 'Cabeleireiro/a': [['Mário Leal']], 'Câmara': [['João Serralha']], 'Caracterização': [['Iris Peleira']], 'Cenografia': [['João Dourado']], 'Chefe de Produção': [['Sofia Carvalho']], 'Correção de Cor': [['Francisco Costa']], 'Direcção de Produção': [['Jacinta Barros']], 'Efeitos Visuais': [['Sofia Ferreira']], 'Fotografia': [['Acácio de Almeida']], 'Genérico': [['Sofia Ferreira']], 'Iluminação': [['José Manuel Rodrigues', 'António Oliveira']], 'Montagem': [['Francisco Costa']], 'Música': [['Nuno Vieira de Almeida']], 'Produção': [['Real Ficção']], 'Produtor': [['Rui Simões', 'Jacinta Barros']], 'Som': [['Olivier Blanc']], 'Sonoplastia/Mistura': [['Filipe Goulart']], 'Tradução': [['Yvette Centeno']], 'Voz Off': [['Ana Sousa Dias']]}
